id,Word,Part of Speech,Level,Topic_raw
500004059,midday,020000003,021000002,Time and space
500004060,middle,020000001,021000001,Appearance
500004061,middle,020000003,021000002,Appearance
500004062,middle-aged,020000001,021000003,People
500004063,midnight,020000003,021000002,Time and space
500004064,midst,020000003,021000004,Time and space
500004065,mighty,020000001,021000004,Communication
500004066,migration,020000003,021000004,Animals; Politics and society
500004067,mild,020000001,021000003,Food and drink; People; The natural world
500004068,mile,020000003,021000003,Science and technology
500004069,military,020000001,021000002,Politics and society
500004070,milk,020000003,021000001,Food and drink
500004071,mill,020000003,021000004,Homes and buildings; The natural world
500004072,millimeter/millimetre,020000003,021000004,Science and technology
500004073,millionaire,020000003,021000004,Politics and society
500004074,mimic,020000003,021000004,Appearance
500004075,mind,020000003,021000001,Notions
500004076,mind,020000004,021000002,Notions
500004077,mine,020000003,021000004,Politics and society
500004078,mineral,020000003,021000003,Food and drink; Science and technology
500004079,mineral water,020000003,021000002,Food and drink
500004080,miniature,020000001,021000004,Appearance
500004081,minimize/minimise,020000004,021000003,Science and technology
500004082,minimum,020000001,021000003,Science and technology
500004083,minimum,020000003,021000003,Science and technology
500004084,minister,020000003,021000004,Politics and society
500004085,minor,020000001,021000003,Culture
500004086,minority,020000003,021000003,Politics and society
500004087,mint,020000003,021000004,Food and drink; The natural world
500004088,minute,020000003,021000001,Science and technology; Time and space
500004089,miracle,020000003,021000003,Politics and society
500004090,mirror,020000003,021000002,Homes and buildings
500004091,mischief,020000003,021000003,People
500004092,misconception,020000003,021000004,Politics and society
500004093,miserable,020000001,021000003,People; The natural world
500004094,misery,020000003,021000003,People
500004095,misfortune,020000003,021000004,Notions
500004096,mislead,020000004,021000003,People
500004097,misleading,020000001,021000004,People
500004098,Miss,020000003,021000001,Notions
500004099,miss,020000004,021000001,Notions
500004100,missile,020000003,021000004,Politics and society
500004101,missing,020000001,021000002,Homes and buildings
500004102,mission,020000003,021000003,Politics and society; Time and space
500004103,mist,020000003,021000004,The natural world
500004104,mistake,020000003,021000002,Functions; Notions
500004105,mistreat,020000004,021000004,People
500004106,mistrustful,020000001,021000004,Functions
500004107,misty,020000001,021000003,The natural world
500004108,misunderstand,020000004,021000004,Notions
500004109,misunderstanding,020000003,021000003,Functions
500004110,mix,020000003,021000004,Culture; Food and drink
500004111,mix,020000004,021000002,Culture; Food and drink
500004112,mixing bowl,020000003,021000003,Food and drink
500004113,mixture,020000003,021000004,Science and technology
500004114,mobile,020000001,021000002,Communication
500004115,mobile,020000003,021000001,Communication
500004116,mobile phone,020000003,021000001,Communication
500004117,mobility,020000003,021000004,Health
500004118,mock,020000001,021000004,Homes and buildings; People
500004119,modal verb/modal,020000003,021000003,Communication
500004120,model,020000001,021000003,Appearance; Culture; Science and technology
500004121,model,020000003,021000002,Appearance
500004122,model,020000004,021000003,Appearance; Culture; Science and technology
500004123,modem,020000003,021000003,Science and technology
500004124,moderate,020000001,021000003,Functions; Politics and society
500004125,modern,020000001,021000002,Homes and buildings; Time and space
500004126,modernization/modernisation,020000003,021000004,Time and space
500004127,modernize/modernise,020000004,021000004,Time and space
500004128,modest,020000001,021000004,People
500004129,modification,020000003,021000004,Time and space
500004130,modify,020000004,021000003,Communication
500004131,mogul,020000003,021000004,Animals
500004132,moisture,020000003,021000003,Food and drink
500004133,mold/mould,020000003,021000004,Communication
500004134,molecule,020000003,021000003,Science and technology
500004135,mom,020000003,021000001,People
500004136,moment,020000003,021000001,Time and space
500004137,momentarily,020000002,021000004,Appearance
500004138,momentary,020000001,021000004,Appearance
500004139,mommy/mommie,020000003,021000001,People
500004140,monastery,020000003,021000004,Homes and buildings; Politics and society
500004141,Monday,020000003,021000001,Time and space
500004142,money,020000003,021000001,Travel
500004143,monitor,020000003,021000003,Animals; Culture; Health; People; Science and technology
500004144,monitor,020000004,021000003,Animals; Culture; Health; People; Science and technology
500004145,monk,020000003,021000003,Politics and society
500004146,monkey,020000003,021000001,Animals
500004147,monster,020000003,021000003,Animals
500004148,month,020000003,021000001,Time and space
500004149,monthly,020000001,021000003,Time and space
500004150,monthly,020000002,021000003,Time and space
500004151,monument,020000003,021000003,Homes and buildings; Time and space
500004152,mood,020000003,021000002,Communication; People
500004153,moody,020000001,021000004,People
500004154,moon,020000003,021000001,Time and space
500004155,moonlight,020000003,021000004,Time and space
500004156,moonscape,020000003,021000004,Food and drink
500004157,moral,020000001,021000004,People
500004158,moral,020000003,021000003,People
500004159,morality,020000003,021000004,People
500004160,morally,020000002,021000004,Politics and society
500004161,more,020000002,021000003,Time and space
500004162,moreover,020000002,021000003,Notions
500004163,morning,020000003,021000001,Time and space
500004164,mortal,020000001,021000004,People
500004165,mortar,020000003,021000004,Homes and buildings; Politics and society; Science and technology
500004166,mortgage,020000003,021000004,Homes and buildings
500004167,mortify,020000004,021000004,People
500004168,mosque,020000003,021000002,Homes and buildings; Politics and society
500004169,mosquito,020000003,021000003,Animals
500004170,moss,020000003,021000003,The natural world
500004171,most,020000002,021000002,Time and space
500004172,mostly,020000002,021000002,Notions
500004173,mother,020000003,021000001,People
500004174,mother-in-law,020000003,021000004,People
500004175,motherland,020000003,021000003,People
500004176,motion,020000003,021000004,Science and technology
500004177,motionless,020000001,021000003,Notions
500004178,motivate,020000004,021000003,People
500004179,motivated,020000001,021000004,Work and business
500004180,motivation,020000003,021000003,Work and business
500004181,motive,020000003,021000003,Functions
500004182,motor,020000003,021000003,Science and technology; Travel
500004183,motorbike,020000003,021000004,Sport; Travel
500004184,motorcycle,020000003,021000003,Travel
500004185,motorist,020000003,021000004,Travel
500004186,motorway,020000003,021000002,Travel
500004187,motto,020000003,021000003,Appearance
500004188,mount,020000003,021000003,The natural world
500004189,mount,020000004,021000004,Notions
500004190,mountain,020000003,021000001,The natural world
500004191,mountaintop,020000003,021000003,The natural world
500004192,mourn,020000004,021000003,People
500004193,mournful,020000001,021000004,People
500004194,mouse,020000003,021000001,Animals; Science and technology
500004195,mouth,020000003,021000001,Appearance; The natural world
500004196,move,020000003,021000001,Homes and buildings; Leisure
500004197,move,020000004,021000002,Functions; Homes and buildings
500004198,movement,020000003,021000003,Culture; Politics and society
500004199,mover,020000003,021000004,Work and business
500004200,movie,020000003,021000001,Culture
500004201,moving,020000001,021000004,Culture
500004202,MP3 player,020000003,021000002,Culture; Science and technology
500004203,Mr./Mr,020000003,021000001,People
500004204,Mrs./Mrs,020000003,021000001,People
500004205,Ms./Ms,020000003,021000002,People
500004206,much,020000002,021000001,Communication
500004207,mud,020000003,021000003,Leisure; The natural world
500004208,muddy,020000001,021000004,Notions
500004209,mug,020000003,021000002,Food and drink
500004210,mule,020000003,021000003,Animals; Appearance; Politics and society
500004211,multiple,020000001,021000004,Health
500004212,multiply,020000004,021000004,Notions; Science and technology
500004213,mum,020000003,021000001,People
